id_establecimiento,nombre,id_categoria,id_ubicacion,id_fuente,url_fuente,fecha_consulta,estado,web,redes,telefono,fecha_alta_detectada,fecha_ultima_actualizacion,calidad_dato,requiere_validacion,motivo_validacion,observaciones,es_gastronomico,categoria_gastronomica_inferida,confianza_categoria,motivo_categoria,origen_dato,estado_datos,anio_fuente,periodo_fuente
EST00001,Guantanamera,C001,U50980,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00002,1843 Vinacoteca,C017,UFDCBA,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,requiere_validacion,Requiere validacion,0.35,No se encontraron keywords gastronomicas trazables,datos reales parciales,datos reales,,
EST00003,2080 Express,C001,UBE7F1,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00004,22,C003,UC78FE,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Cafe,0.85,Keyword gastronomica: cafe,datos reales parciales,datos reales,,
EST00005,4 En 2 I,C001,U1D1B9,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00006,4 X 4 Cafe,C003,UF9C9B,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Cafe,0.85,Keyword gastronomica: cafe,datos reales parciales,datos reales,,
EST00007,5Ta Avenida,C001,U8098F,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00008,5Ta Avenida I,C001,UEB72A,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00009,5Ta Zona,C017,UA21C9,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,requiere_validacion,Requiere validacion,0.35,No se encontraron keywords gastronomicas trazables,datos reales parciales,datos reales,,
EST00010,650,C001,U1BCD8,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00011,788 Foodbar,C001,UD107F,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00012,7 Seven,C001,UC336E,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00013,8 Milimetros,C001,U4A8BF,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00014,9 De Julio,C001,U5F9E5,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00015,9 De Julio Ii,C003,U69701,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Cafe,0.85,Keyword gastronomica: cafe,datos reales parciales,datos reales,,
EST00016,Abc,C001,UD45BF,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00017,Abril,C001,U4D8A6,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00018,Abril Bristo,C001,U79644,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00019,Abuelo Matias,C001,U3B22F,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00020,Acabar,C002,U49C6A,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Bar,0.8,Keyword gastronomica: bar,datos reales parciales,datos reales,,
EST00021,Acapulco,C001,U95ECC,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00022,Acapulco,C003,U4147C,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Cafe,0.85,Keyword gastronomica: cafe,datos reales parciales,datos reales,,
EST00023,ACCADEMIA della pizza,C006,U9D980,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Pizzeria,0.9,Keyword gastronomica: pizz,datos reales parciales,datos reales,,
EST00024,A Coruña,C017,U2B5A7,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,requiere_validacion,Requiere validacion,0.35,No se encontraron keywords gastronomicas trazables,datos reales parciales,datos reales,,
EST00025,Acquanova,C017,U61F7E,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,requiere_validacion,Requiere validacion,0.35,No se encontraron keywords gastronomicas trazables,datos reales parciales,datos reales,,
EST00026,Acropolis,C003,U9E7FF,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Cafe,0.85,Keyword gastronomica: cafe,datos reales parciales,datos reales,,
EST00027,Acuario,C001,U7EDE1,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00028,Adann,C001,UD0F83,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00029,Afiche,C003,U1F21B,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Cafe,0.85,Keyword gastronomica: cafe,datos reales parciales,datos reales,,
EST00030,A Fuego Lento,C001,U0428F,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00031,Agarrate Catalina,C001,UBE8F9,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00032,Agraz,C001,UA7D93,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00033,Aires De Patagonia,C001,U918F8,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00034,A. J. Jardin Cervercero,C001,U7D6FE,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00035,Ala...,C001,UD6B4D,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00036,Alabama,C001,U83364,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00037,Alabama,C001,U61448,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Restaurante,0.8,Keyword gastronomica: restaurante,datos reales parciales,datos reales,,
EST00038,Alai,C003,U4501F,F01,https://data.buenosaires.gob.ar/dataset/oferta-establecimientos-gastronomicos,2026-06-10,sin_verificar,No disponible,No disponible,No disponible,No disponible,2026-06-12,alta,si,Mapeo automatico desde fuente real; revisar contrato,,si,Cafe,0.85,Keyword gastronomica: cafe,datos reales parciales,datos reales,,
