fuente,archivo_origen,id_registro_original,nombre_original,rubro_original,descripcion_original,patron_detectado,categoria_pastas,confianza_categoria,motivo_categoria,direccion_original,comuna_original,barrio_original,lat,lon,calidad_geo,fecha_habilitacion,observaciones
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias frescas,"1.- VISTO LOS RUBROS SOLICITADOS, EL LOCAL DEBERA CUMPLIMENTAR CON LO NORMADO EN EL ART. 7.3.1.1 DEL CE.
2.- DEBERA INDICAR SI SE ELABORA PAN EN CUYO CASO DEBERA CONTAR CON UNA CAMARA DE FERMENTACIONB",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,LARRAZABAL 3543,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias frescas,"1.- VISTO LOS RUBROS SOLICITADOS, EL LOCAL DEBERA CUMPLIMENTAR CON LO NORMADO EN EL ART. 7.3.1.1 DEL CE.
2.- DEBERA INDICAR SI SE ELABORA PAN EN CUYO CASO DEBERA CONTAR CON UNA CAMARA DE FERMENTACIONB",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,LARRAZABAL 3541,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias frescas,"1.- VISTO LOS RUBROS SOLICITADOS, EL LOCAL DEBERA CUMPLIMENTAR CON LO NORMADO EN EL ART. 7.3.1.1 DEL CE.
 2.- DEBERA INDICAR SI SE ELABORA PAN EN CUYO CASO DEBERA CONTAR CON UNA CAMARA DE FERMENTACION",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,LARRAZABAL 3543,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias frescas,"1.- VISTO LOS RUBROS SOLICITADOS, EL LOCAL DEBERA CUMPLIMENTAR CON LO NORMADO EN EL ART. 7.3.1.1 DEL CE.
 2.- DEBERA INDICAR SI SE ELABORA PAN EN CUYO CASO DEBERA CONTAR CON UNA CAMARA DE FERMENTACION",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,LARRAZABAL 3541,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias frescas,"1.- VISTO LOS RUBROS SOLICITADOS, EL LOCAL DEBERA CUMPLIMENTAR CON LO NORMADO EN EL ART. 7.3.1.1 DEL CE
( EN TODOS SUS ITEMS.)
2.- DEBERA INDICAR HACIA DONDE CONDUCE LA ESCALERA ALLI EXISTENTE( QUE NO",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,LARRAZABAL 3543,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias frescas,"1.- VISTO LOS RUBROS SOLICITADOS, EL LOCAL DEBERA CUMPLIMENTAR CON LO NORMADO EN EL ART. 7.3.1.1 DEL CE
( EN TODOS SUS ITEMS.)
2.- DEBERA INDICAR HACIA DONDE CONDUCE LA ESCALERA ALLI EXISTENTE( QUE NO",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,LARRAZABAL 3541,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias frescas,EL LOCAL REQUIERE DE UN SECTOR EXPEDICION. ART. 7.3.3.1 DEL CE.,elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,LARRAZABAL 3543,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias frescas,EL LOCAL REQUIERE DE UN SECTOR EXPEDICION. ART. 7.3.3.1 DEL CE.,elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,LARRAZABAL 3541,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias frescas,"1-DEL SECTOR AL CUAL SE ACCEDE POR EL ACCESO PEATONAL NO ES FACTIBLE, COMUNICARSE CON EL RESTO DEL LOCAL, NO CONFORMANDO POR LO TANTO UNA SOLA UNIDAD DE USO. DEL MISMO MODO NO EXISTE ACCESO PEATONAL A",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,LARRAZABAL 3543,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias frescas,"1-DEL SECTOR AL CUAL SE ACCEDE POR EL ACCESO PEATONAL NO ES FACTIBLE, COMUNICARSE CON EL RESTO DEL LOCAL, NO CONFORMANDO POR LO TANTO UNA SOLA UNIDAD DE USO. DEL MISMO MODO NO EXISTE ACCESO PEATONAL A",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,LARRAZABAL 3541,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias frescas,"1-DEBERÁ DOTAR AL LOCAL DE UN LOCAL DESTINADO A ENVASAMIENTO Y/O EXPEDICIÓN, CON CARACTERÍSTICAS DE LOCALES DE 3°.-",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,LARRAZABAL 3543,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias frescas,"1-DEBERÁ DOTAR AL LOCAL DE UN LOCAL DESTINADO A ENVASAMIENTO Y/O EXPEDICIÓN, CON CARACTERÍSTICAS DE LOCALES DE 3°.-",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,LARRAZABAL 3541,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias secas,"1.- VISTO LOS RUBROS SOLICITADOS, EL LOCAL DEBERA CUMPLIMENTAR CON LO NORMADO EN EL ART. 7.3.1.1 DEL CE.
2.- DEBERA INDICAR SI SE ELABORA PAN EN CUYO CASO DEBERA CONTAR CON UNA CAMARA DE FERMENTACIONB",elaboracion_pastas_secas,pastas_secas,0.9,Patron estricto: elaboracion_pastas_secas,LARRAZABAL 3543,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias secas,"1.- VISTO LOS RUBROS SOLICITADOS, EL LOCAL DEBERA CUMPLIMENTAR CON LO NORMADO EN EL ART. 7.3.1.1 DEL CE.
2.- DEBERA INDICAR SI SE ELABORA PAN EN CUYO CASO DEBERA CONTAR CON UNA CAMARA DE FERMENTACIONB",elaboracion_pastas_secas,pastas_secas,0.9,Patron estricto: elaboracion_pastas_secas,LARRAZABAL 3541,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias secas,"1.- VISTO LOS RUBROS SOLICITADOS, EL LOCAL DEBERA CUMPLIMENTAR CON LO NORMADO EN EL ART. 7.3.1.1 DEL CE.
 2.- DEBERA INDICAR SI SE ELABORA PAN EN CUYO CASO DEBERA CONTAR CON UNA CAMARA DE FERMENTACION",elaboracion_pastas_secas,pastas_secas,0.9,Patron estricto: elaboracion_pastas_secas,LARRAZABAL 3543,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias secas,"1.- VISTO LOS RUBROS SOLICITADOS, EL LOCAL DEBERA CUMPLIMENTAR CON LO NORMADO EN EL ART. 7.3.1.1 DEL CE.
 2.- DEBERA INDICAR SI SE ELABORA PAN EN CUYO CASO DEBERA CONTAR CON UNA CAMARA DE FERMENTACION",elaboracion_pastas_secas,pastas_secas,0.9,Patron estricto: elaboracion_pastas_secas,LARRAZABAL 3541,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias secas,"1.- VISTO LOS RUBROS SOLICITADOS, EL LOCAL DEBERA CUMPLIMENTAR CON LO NORMADO EN EL ART. 7.3.1.1 DEL CE
( EN TODOS SUS ITEMS.)
2.- DEBERA INDICAR HACIA DONDE CONDUCE LA ESCALERA ALLI EXISTENTE( QUE NO",elaboracion_pastas_secas,pastas_secas,0.9,Patron estricto: elaboracion_pastas_secas,LARRAZABAL 3543,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias secas,"1.- VISTO LOS RUBROS SOLICITADOS, EL LOCAL DEBERA CUMPLIMENTAR CON LO NORMADO EN EL ART. 7.3.1.1 DEL CE
( EN TODOS SUS ITEMS.)
2.- DEBERA INDICAR HACIA DONDE CONDUCE LA ESCALERA ALLI EXISTENTE( QUE NO",elaboracion_pastas_secas,pastas_secas,0.9,Patron estricto: elaboracion_pastas_secas,LARRAZABAL 3541,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias secas,EL LOCAL REQUIERE DE UN SECTOR EXPEDICION. ART. 7.3.3.1 DEL CE.,elaboracion_pastas_secas,pastas_secas,0.9,Patron estricto: elaboracion_pastas_secas,LARRAZABAL 3543,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias secas,EL LOCAL REQUIERE DE UN SECTOR EXPEDICION. ART. 7.3.3.1 DEL CE.,elaboracion_pastas_secas,pastas_secas,0.9,Patron estricto: elaboracion_pastas_secas,LARRAZABAL 3541,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias secas,"1-DEL SECTOR AL CUAL SE ACCEDE POR EL ACCESO PEATONAL NO ES FACTIBLE, COMUNICARSE CON EL RESTO DEL LOCAL, NO CONFORMANDO POR LO TANTO UNA SOLA UNIDAD DE USO. DEL MISMO MODO NO EXISTE ACCESO PEATONAL A",elaboracion_pastas_secas,pastas_secas,0.9,Patron estricto: elaboracion_pastas_secas,LARRAZABAL 3543,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias secas,"1-DEL SECTOR AL CUAL SE ACCEDE POR EL ACCESO PEATONAL NO ES FACTIBLE, COMUNICARSE CON EL RESTO DEL LOCAL, NO CONFORMANDO POR LO TANTO UNA SOLA UNIDAD DE USO. DEL MISMO MODO NO EXISTE ACCESO PEATONAL A",elaboracion_pastas_secas,pastas_secas,0.9,Patron estricto: elaboracion_pastas_secas,LARRAZABAL 3541,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias secas,"1-DEBERÁ DOTAR AL LOCAL DE UN LOCAL DESTINADO A ENVASAMIENTO Y/O EXPEDICIÓN, CON CARACTERÍSTICAS DE LOCALES DE 3°.-",elaboracion_pastas_secas,pastas_secas,0.9,Patron estricto: elaboracion_pastas_secas,LARRAZABAL 3543,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,88595,Friends Food S.A.,Elaboración de pastas alimenticias secas,"1-DEBERÁ DOTAR AL LOCAL DE UN LOCAL DESTINADO A ENVASAMIENTO Y/O EXPEDICIÓN, CON CARACTERÍSTICAS DE LOCALES DE 3°.-",elaboracion_pastas_secas,pastas_secas,0.9,Patron estricto: elaboracion_pastas_secas,LARRAZABAL 3541,8,,,,,2015,archivo=2025; disposicion=DI-2015-33500195-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,22645,Rodolfo Andres D´Antonio Y Maria Del Carmen Diaz S.H.,Elaboración de pastas alimenticias frescas,"1-HAY UNA DIVISIÓN ENTRE EL LOCAL 4 Y LA CUADRA DE ELABORACIÓN 5 QUE NO SE VÉ EN CORTE A-A.  ART. 2.1.4 CHyV.-

2-LA CUADRA DE ELABORACIÓN 5 NO VENTILA. ART. 4.6.4.2 CE.-

3-DIFIERE LA ASIGNACIÓN NUMÉ",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,DIRECTORIO AV. 3511,10,,,,,2015,archivo=2025; disposicion=DI-2015-32915939-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,22645,Rodolfo Andres D´Antonio Y Maria Del Carmen Diaz S.H.,Elaboración de pastas alimenticias frescas,"1-DOTAR DE VENTILACIÓN COMPLEMENTARIA AL SECTOR 4/5. ART. 4.6.4.4 CE.-

2-EL DEPÓSITO DE ENVASES 8 NO FIGURA EN PLANILLA. ART. 2.1.4 CHyV.-",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,DIRECTORIO AV. 3511,10,,,,,2015,archivo=2025; disposicion=DI-2015-32915939-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,139794,Alimentos Caseros S.A.,Elaboración de pastas alimenticias frescas,"1.- DEBERÁ AGREGAR DIGITALMENTE EL CERTIFICADO APRA.-

2.- DEBERÁ ADJUNTAR PLANOS DE HABILITACIÓN CONFORME AL PASO 6, PAG.22 DEL ANEXO III DE LA RESOLUCIÓN 766-AGC-2014 (FONDO BLANCO, LINEAS NEGRAS, E",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BILBAO, FRANCISCO 1437",7,,,,,2016,archivo=2025; disposicion=DI-2016-10060221-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,139794,Alimentos Caseros S.A.,Elaboración de pastas alimenticias frescas,"1.- DEBERÁ AGREGAR DIGITALMENTE EL CERTIFICADO APRA.-

2.- DEBERÁ ADJUNTAR PLANOS DE HABILITACIÓN CONFORME AL PASO 6, PAG.22 DEL ANEXO III DE LA RESOLUCIÓN 766-AGC-2014 (FONDO BLANCO, LINEAS NEGRAS, E",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BILBAO, FRANCISCO 1435",7,,,,,2016,archivo=2025; disposicion=DI-2016-10060221-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,139794,Alimentos Caseros S.A.,Elaboración de pastas alimenticias frescas,"1.- DEBERÁ AGREGAR DIGITALMENTE EL CERTIFICADO APRA (A PARTE DEL ESCANEADO).-

2.- LA ESCALERA DE ACCESO A LA PLANTA SÓTANO CARECE DE ANCHO MÍNIMO REGLAMENTARIO. ART. 4.6.3.5 DEL CE.-

3.- DEBERÁ DOTA",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BILBAO, FRANCISCO 1437",7,,,,,2016,archivo=2025; disposicion=DI-2016-10060221-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,139794,Alimentos Caseros S.A.,Elaboración de pastas alimenticias frescas,"1.- DEBERÁ AGREGAR DIGITALMENTE EL CERTIFICADO APRA (A PARTE DEL ESCANEADO).-

2.- LA ESCALERA DE ACCESO A LA PLANTA SÓTANO CARECE DE ANCHO MÍNIMO REGLAMENTARIO. ART. 4.6.3.5 DEL CE.-

3.- DEBERÁ DOTA",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BILBAO, FRANCISCO 1435",7,,,,,2016,archivo=2025; disposicion=DI-2016-10060221-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,139794,Alimentos Caseros S.A.,Elaboración de pastas alimenticias frescas,"1.- DEBERÁ AGREGAR DIGITALMENTE EL CERTIFICADO APRA (A PARTE DEL ESCANEADO).-

2.- LA ESCALERA DE ACCESO A LA PLANTA SÓTANO CARECE DE ANCHO MÍNIMO REGLAMENTARIO. ART. 4.6.3.5 DEL CE (1.10 MTS).-

3.- ",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BILBAO, FRANCISCO 1437",7,,,,,2016,archivo=2025; disposicion=DI-2016-10060221-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,139794,Alimentos Caseros S.A.,Elaboración de pastas alimenticias frescas,"1.- DEBERÁ AGREGAR DIGITALMENTE EL CERTIFICADO APRA (A PARTE DEL ESCANEADO).-

2.- LA ESCALERA DE ACCESO A LA PLANTA SÓTANO CARECE DE ANCHO MÍNIMO REGLAMENTARIO. ART. 4.6.3.5 DEL CE (1.10 MTS).-

3.- ",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BILBAO, FRANCISCO 1435",7,,,,,2016,archivo=2025; disposicion=DI-2016-10060221-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,139794,Alimentos Caseros S.A.,Elaboración de pastas alimenticias frescas,1.- DEBERÁ AGREGAR DIGITALMENTE EL CERTIFICADO APRA (A PARTE DEL ESCANEADO).-,elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BILBAO, FRANCISCO 1437",7,,,,,2016,archivo=2025; disposicion=DI-2016-10060221-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,139794,Alimentos Caseros S.A.,Elaboración de pastas alimenticias frescas,1.- DEBERÁ AGREGAR DIGITALMENTE EL CERTIFICADO APRA (A PARTE DEL ESCANEADO).-,elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BILBAO, FRANCISCO 1435",7,,,,,2016,archivo=2025; disposicion=DI-2016-10060221-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,139794,Alimentos Caseros S.A.,Elaboración de pastas alimenticias frescas,1.- DEBERÁ AGREGAR DIGITALMENTE EL CERTIFICADO APRA (A PARTE DEL ESCANEADO).-,elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BILBAO, FRANCISCO 1437",7,,,,,2016,archivo=2025; disposicion=DI-2016-10060221-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,139794,Alimentos Caseros S.A.,Elaboración de pastas alimenticias frescas,1.- DEBERÁ AGREGAR DIGITALMENTE EL CERTIFICADO APRA (A PARTE DEL ESCANEADO).-,elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BILBAO, FRANCISCO 1435",7,,,,,2016,archivo=2025; disposicion=DI-2016-10060221-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,139794,Alimentos Caseros S.A.,Elaboración de pastas alimenticias frescas,"1-DEBERÁ DOTAR A LA ELABORACIÓN 9 DE VENTILACIÓN REGLAMENTARIA. ART 4.6.4.2 DEL CE.-- 

2-VISTA LA MODIFICACIÓN A LA LEY DE IMPACTO AMBIENTAL MEDIANTE RESOLUCIÓN Nº00254-MMAGC-2007, DEBERÁ DECLARAR EL",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BILBAO, FRANCISCO 1437",7,,,,,2016,archivo=2025; disposicion=DI-2016-10060221-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,139794,Alimentos Caseros S.A.,Elaboración de pastas alimenticias frescas,"1-DEBERÁ DOTAR A LA ELABORACIÓN 9 DE VENTILACIÓN REGLAMENTARIA. ART 4.6.4.2 DEL CE.-- 

2-VISTA LA MODIFICACIÓN A LA LEY DE IMPACTO AMBIENTAL MEDIANTE RESOLUCIÓN Nº00254-MMAGC-2007, DEBERÁ DECLARAR EL",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BILBAO, FRANCISCO 1435",7,,,,,2016,archivo=2025; disposicion=DI-2016-10060221-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,139794,Alimentos Caseros S.A.,Elaboración de pastas alimenticias frescas,1.- NO SE VISUALIZA LA TOTALIDAD DEL PLANO. RESOLUCIÓN-2014-766-AGC.-,elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BILBAO, FRANCISCO 1437",7,,,,,2016,archivo=2025; disposicion=DI-2016-10060221-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,139794,Alimentos Caseros S.A.,Elaboración de pastas alimenticias frescas,1.- NO SE VISUALIZA LA TOTALIDAD DEL PLANO. RESOLUCIÓN-2014-766-AGC.-,elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BILBAO, FRANCISCO 1435",7,,,,,2016,archivo=2025; disposicion=DI-2016-10060221-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,281977,Manuel  Abraldes  S.R.L.,Elaboración de pastas alimenticias frescas,"1-ELABORACIÓN PB 02 NO VENTILA REGLAMENTARIAMENTE. ART. 4.6.4.2 CE.-

2-ACOTAR MEDIDA DE ANCHO DE PASO A SANITARIOS EN ENTREPISO, DEBE SER DE MÍNIMO 0.90 METROS. ART. 4.7.1.8 LEY N° 962.-

3-DEBE DOTA",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BEIRO, FRANCISCO AV. 4941",11,,,,,2016,archivo=2025; disposicion=DI-2016-25680788-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,281977,Manuel  Abraldes  S.R.L.,Elaboración de pastas alimenticias frescas,"1-ELABORACIÓN PB 02 NO VENTILA REGLAMENTARIAMENTE. ART. 4.6.4.2 CE.-

2-ACOTAR MEDIDA DE ANCHO DE PASO A SANITARIOS EN ENTREPISO, DEBE SER DE MÍNIMO 0.90 METROS. ART. 4.7.1.8 LEY N° 962.-

3-DEBE DOTA",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BEIRO, FRANCISCO AV. 4945",11,,,,,2016,archivo=2025; disposicion=DI-2016-25680788-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,281977,Manuel  Abraldes  S.R.L.,Elaboración de pastas alimenticias frescas,"1-EL PLANO DE VENTILACION MECANICA DEBERA ADJUNTARLO MEDIANTE COPIA CERTIFICADA. RES.595-AGC-2015.-
2-FALTA CONSIGNAR EL DEPOSITO DE RESIDUOS EN PLANILLA DE ILUMINACION Y VENTILACION. ART.2.1.4CHyV.-",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BEIRO, FRANCISCO AV. 4941",11,,,,,2016,archivo=2025; disposicion=DI-2016-25680788-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,281977,Manuel  Abraldes  S.R.L.,Elaboración de pastas alimenticias frescas,"1-EL PLANO DE VENTILACION MECANICA DEBERA ADJUNTARLO MEDIANTE COPIA CERTIFICADA. RES.595-AGC-2015.-
2-FALTA CONSIGNAR EL DEPOSITO DE RESIDUOS EN PLANILLA DE ILUMINACION Y VENTILACION. ART.2.1.4CHyV.-",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,"BEIRO, FRANCISCO AV. 4945",11,,,,,2016,archivo=2025; disposicion=DI-2016-25680788-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,335613,"Carlos Alberto Vidal, Josefina Gutierrez Y Manuel Vidal",Elaboración de pastas alimenticias frescas,"SE REITERA:
1-LA DOCUMENTACION ADJUNTA PARA EVITAR LA 962 Y EL PLANO REGISTRADO DE VENTILACIÓN MECÁNICA DEBERÁN ESTAR CERTIFICADOS ASI SE TRATE DE ORIGINALES DE ACUERDO A LO ESTABLECIDO EN EL ART. 5° ",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,JURAMENTO AV. 2096,13,,,,,2017,archivo=2025; disposicion=DI-2017-22774547-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,335613,"Carlos Alberto Vidal, Josefina Gutierrez Y Manuel Vidal",Elaboración de pastas alimenticias frescas,"SE REITERA:
1-LA DOCUMENTACION ADJUNTA PARA EVITAR LA 962 Y EL PLANO REGISTRADO DE VENTILACIÓN MECÁNICA DEBERÁN ESTAR CERTIFICADOS ASI SE TRATE DE ORIGINALES DE ACUERDO A LO ESTABLECIDO EN EL ART. 5° ",elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,JURAMENTO AV. 2100,13,,,,,2017,archivo=2025; disposicion=DI-2017-22774547-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,335613,"Carlos Alberto Vidal, Josefina Gutierrez Y Manuel Vidal",Elaboración de pastas alimenticias frescas,1-EL PLANO REGISTRADO DE VENTILACIÓN MECÁNICA DEBERÁN ESTAR CERTIFICADOS ASI SE TRATE DE ORIGINALES DE ACUERDO A LO ESTABLECIDO EN EL ART. 5° DE LA RESOLUCION 595/GCABA/2015. SE DEJA CONSTANCIA QUE HA,elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,JURAMENTO AV. 2096,13,,,,,2017,archivo=2025; disposicion=DI-2017-22774547-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,335613,"Carlos Alberto Vidal, Josefina Gutierrez Y Manuel Vidal",Elaboración de pastas alimenticias frescas,1-EL PLANO REGISTRADO DE VENTILACIÓN MECÁNICA DEBERÁN ESTAR CERTIFICADOS ASI SE TRATE DE ORIGINALES DE ACUERDO A LO ESTABLECIDO EN EL ART. 5° DE LA RESOLUCION 595/GCABA/2015. SE DEJA CONSTANCIA QUE HA,elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,JURAMENTO AV. 2100,13,,,,,2017,archivo=2025; disposicion=DI-2017-22774547-   -DGH
F02,f02_habilitaciones_aprobadas_2025.csv,335613,"Carlos Alberto Vidal, Josefina Gutierrez Y Manuel Vidal",Elaboración de pastas alimenticias frescas,Falta incluir en la S Carga el valor para el depósito que está en PB,elaboracion_pastas_frescas,pastas_frescas,0.9,Patron estricto: elaboracion_pastas_frescas,JURAMENTO AV. 2096,13,,,,,2017,archivo=2025; disposicion=DI-2017-22774547-   -DGH
